0.952855,-1.8143526,-5.9139895,-8.320387,-7.136421,0.90104103,-8.221382,-7.2436643,-8.728686,-7.1875196,-10.70458,2.1005917,-5.59422,-4.7362103,-2.471123,-5.935122,5.541791,3.1478055,5.8375726,2.5827477
-0.89129734,0.90693367,0.6805888,1.1672655,-0.6735373,0.541973,0.15767185,-1.0168239,-0.8803073,-0.30916464,-1.1647333,-1.2576458,-1.4724872,-1.1601251,-0.77773225,-0.46691528,-0.9134298,-1.2775775,-1.3580086,-1.1773659
-2.397688,3.3859386,-1.89538,4.6407866,-4.990827,0.8412366,-3.1576555,4.784266,-4.3108497,-3.3565664,4.8037863,-4.538932,-0.7150798,-3.6645205,-1.0722907,-1.2422785,-1.1394098,4.983204,-7.1599274,-3.7441702
2.3363326,-3.8970637,-4.812653,1.1050044,-2.1375978,-5.539226,-3.1650274,2.6803737,5.132071,4.134218,-7.000032,-4.3687487,-5.0242734,-8.167251,-7.5459423,2.5685422,-0.68185693,-4.816097,-9.39907,2.5996718
-1.3557492,0.5185351,-0.1862104,5.3589673,2.5999095,0.9960889,-2.1500468,-3.7572198,-0.13916759,-1.8011196,-3.7425861,1.7493365,1.937773,-2.7789063,4.5124125,-6.0893793,-0.97100645,-1.3359839,-1.6771804,5.59423
-0.6247984,1.0523853,1.2940617,-2.5593822,3.6445694,-7.3661923,-6.9806952,-7.7873697,-6.3003254,-9.151002,-7.132801,-5.687002,-7.6719117,1.599147,-6.615856,5.517331,-5.7454333,1.6647316,-2.3604808,5.6337543
-0.9075724,0.9851674,0.5502518,1.2681761,-0.46797037,-1.7901158,-0.07171618,-0.8292812,-1.098141,-0.83380586,-1.1770774,-1.3122072,-1.1080263,-0.60652536,-0.9827036,-0.12529905,-1.1209874,-1.1689278,-1.2896312,-1.0660983
-1.0777113,1.4754982,-1.4264361,-0.37151876,-2.4648557,-0.0076305945,-1.2453318,-1.7222211,-1.2433429,-1.2229693,-3.3378437,1.9339205,-2.571063,-2.6266928,-2.4130185,2.0486429,-0.78437006,-1.1226987,-1.7512047,-1.769225
-0.91160715,0.8179694,0.8745819,1.3362787,0.04036196,0.26309153,-0.3104873,-0.8504809,-0.9666783,-0.7719789,-1.1096206,-1.2851464,-0.99661005,-0.94191813,-0.636515,-0.21000598,-1.1824698,-1.0231907,-1.2451247,-0.9707781
-0.40154013,-1.582146,3.2527595,-3.9806345,3.1592126,4.402783,-0.7244745,2.5543048,-3.5032961,0.25477636,-3.0584438,1.314614,3.1930683,-1.6127051,-4.4248295,-0.31231883,1.5416576,-0.8800445,-1.7780834,-2.39563
0.16904218,-0.58504456,1.9161836,-1.1114593,-0.4866178,0.76467204,-0.4356918,-0.7976526,-1.0329397,2.4559958,-3.148417,-0.9851604,-2.795081,-1.2970784,-0.97093654,-0.80462843,-0.911593,-0.9933835,-1.0158606,-1.9557081
-0.8589863,0.77684814,0.8852622,-0.2852541,-0.5978063,-0.17230761,1.0805422,-0.7703721,-0.92587173,-0.6439244,-1.0476229,-1.2599593,-0.7730492,-0.9909679,-0.72903633,0.14811271,-0.91230315,-1.1980183,-1.2499784,-0.98594207
-0.28358546,-0.2657699,1.1747727,-2.4060545,2.4605203,-0.33898386,2.1670449,0.6806666,-2.640145,2.2290323,5.6021457,3.608252,-1.7407285,-5.528115,-1.5639747,-3.5430954,-0.805215,2.2334442,-5.1866107,-1.6640424
0.7942163,-2.3057544,3.712403,-1.1932992,-0.95465356,-4.5707755,6.184505,4.4939265,0.44417596,-2.5551925,1.1708262,-7.0263643,-4.8936315,1.2540205,-2.9588382,0.43430856,4.9155855,-9.183009,-1.9086893,-0.8269589
0.2053856,0.6029563,-1.8849454,-1.5300947,-1.0668448,-1.1787782,-0.24439901,-2.8388803,2.8318703,3.831945,-3.0297723,-0.90765345,-1.0012493,-2.9961524,-0.51105005,-0.13678072,-1.621902,-0.81291187,-1.1738842,-4.0150514
-0.9187833,0.8958883,1.0783336,1.4468195,-1.6476805,-2.3502905,2.1590261,-0.71960276,-0.88262206,-0.338352,-0.99938864,-1.2381375,-3.2789328,-1.1275815,0.58133024,-0.38842148,-1.172298,-1.2000203,-1.4123958,-0.9962212
3.1788394,-1.0715413,-5.2324266,-1.6029725,-3.4415448,-2.1849504,0.1711564,-0.8036841,-5.165478,-4.968399,-7.02584,-4.1931605,-3.7750814,-0.86895096,3.8512526,2.0393357,-4.4311414,0.63849276,3.1403153,-5.3040304
-0.81874245,0.6024139,0.8181761,4.6550107,4.5814114,-0.34461197,4.325682,-6.0059347,-5.3272805,-5.4789505,-8.781257,-1.6597043,4.913435,-1.3545411,-6.251046,-5.866902,-9.537978,-9.058605,-6.793238,-4.916927
2.0090554,1.4643239,-0.71042144,-3.6811821,2.752071,4.3735094,-6.6514564,-4.638359,-0.8587212,-2.8627741,-4.4460783,-4.946929,-6.9879413,-4.1029396,7.5123315,-1.5219924,1.3475194,-4.3664227,-6.6804867,-0.99692154
-0.9163003,0.7229624,1.241652,0.7109155,-0.036729172,-0.39262444,0.5688187,-0.86497617,-0.9330229,-0.79703295,-1.1529967,-1.1631126,-0.9481362,-1.1698321,-0.8839201,0.044636514,-0.96214175,-1.1187603,-1.2258971,-1.0512404
-3.2908344,1.5387298,4.982678,-1.2361039,-7.0787764,4.6689363,-4.2787538,6.131352,-1.134432,4.397687,-4.0908933,-3.7372632,0.2182213,4.002731,-1.1195292,-3.7081442,-0.5997865,-1.9533372,-5.366276,-7.352906
-0.90069836,0.8187928,0.9378814,1.1395185,-0.882528,-0.070216745,0.04744857,-1.0629973,-1.0759298,-0.66403586,-1.0354965,-1.3197763,-0.999833,-1.0389916,-0.7968942,0.42255688,-1.0104269,-1.2601852,-1.28222,-0.94496256
-0.86778736,0.7556658,0.9568118,-0.07936707,-0.5015554,-0.41191876,2.9112985,-1.0242256,-0.9879247,-0.5794865,-1.1654766,-1.257237,-0.9944909,-0.843456,-0.8082966,0.665053,-1.0299532,-1.2255514,-1.3029816,-1.1513885
0.35148376,2.0443537,-2.7541823,-2.5901303,-2.6672957,-1.5444207,0.07682084,1.5652523,-3.417596,-0.47337225,-0.68681735,-1.2502147,-1.712434,-2.188383,-3.0768716,-0.8883108,-1.0855613,-0.9422755,-1.8079076,-4.7648196
-1.0216359,0.61196977,2.1971111,-3.05242,-5.1242237,1.5109025,0.74950755,-2.3819506,-1.7008854,0.69522905,-2.545054,1.1788944,-3.249678,-6.5726213,3.4557278,6.009308,-0.5083609,-5.772111,-4.3943453,1.4396697
-0.9139053,0.8701955,0.8047533,0.8271613,-0.75968736,-0.76553017,2.3424547,-0.9145185,-0.97605586,-0.75920475,-1.11029,-1.2147759,-1.6608531,-1.0334369,-0.018956851,-0.69175655,-1.258852,-1.2075651,-1.3247308,-1.0723288
1.5362,0.9020336,-3.3951697,-5.661386,-7.4487815,-6.196879,-2.7788446,-8.80117,-6.945981,4.009155,4.587626,-7.6647706,0.8564531,-0.9805764,1.4277034,-5.6290793,-4.778493,-5.867505,3.7835042,-0.462048
-0.8290512,0.9339436,0.60183066,0.008894005,-0.37903786,-0.4743756,-0.41348255,-0.8446792,-0.90966624,-0.78860456,-1.1275656,-1.1377063,-1.1775544,-1.1253061,-0.9155989,-0.023665313,-1.0812343,-1.169969,-1.2225378,-1.0073242
-0.4320522,0.7542119,4.1555357,-3.5130885,2.7174428,-3.4970195,-4.4777083,-1.1943558,-1.0288572,-0.27550814,-0.8467926,-1.1448716,-2.116103,-1.9918313,-0.32626823,-0.914988,-1.2285033,-0.8898212,-1.1110568,-0.8969656
-0.8870844,0.78699064,0.985437,1.0543057,-0.5751959,-0.21562655,1.5680292,-0.7786173,-1.1044582,-0.77327824,-1.2303462,-1.1398822,-0.9569597,-0.9049273,-0.7922006,-0.2852431,-1.0094922,-1.0099107,-1.2010987,-1.0626588
-0.8503761,0.7575672,1.1361954,0.45425746,-0.54893273,-0.26532918,0.5116109,-0.7158775,-1.1263264,-0.6574298,-1.1831046,-1.6739172,-0.9032503,0.118242234,-0.77857304,-0.16798086,-1.140803,-1.1434004,-1.4173623,-0.8452058
-0.40067613,0.2429287,3.352162,-0.9432214,1.832745,-0.9498048,-2.4414926,-3.8568802,5.0578623,0.2985254,-2.6453784,-1.5786357,-4.4890532,2.81066,-5.0010643,-2.06404,0.7396798,-3.0066354,-2.3102312,-5.8137107
0.3438754,-0.9491632,-2.5471203,-1.0081933,-1.0389106,-0.23669118,-1.7773658,-3.5352817,3.4968688,-1.4818991,-4.320001,0.71098864,1.2632154,6.699541,-4.1177907,-3.17425,-5.6399493,3.3225672,-0.6658873,-1.109928
-0.9128097,0.7774934,0.97184277,1.2246938,0.058913093,-0.2640571,-0.043072894,-0.9165966,-1.1587949,-0.7403942,-1.2292112,-1.3555584,-1.0406132,-0.93440247,-0.7285329,-0.08349715,-1.031003,-1.0946747,-1.2599915,-0.9917067
1.4563174,0.15314493,-1.1079466,-4.941311,-2.98037,-3.1831317,-1.2571552,0.7902246,-4.7889013,-1.255474,-1.4245349,0.20230421,-3.2653663,-3.7733197,-1.131959,-4.574363,-1.4927157,0.1959039,-4.3803954,-0.75191724
-0.8754024,0.8123982,1.0579855,0.12210299,-0.75287855,-0.2515089,1.7044231,-1.0024532,-0.9362477,-0.64080495,-1.1201348,-1.2619672,-0.71804315,-0.9774944,-0.75662655,0.25577864,-1.0759904,-1.0961138,-1.2557069,-0.9861296
-1.052625,0.920556,-1.3706295,5.3754096,-0.14762364,-1.9839991,1.5168717,-3.539977,-2.090059,0.08558405,-0.19055319,-0.2856806,-0.175289,-3.9600296,-0.90924585,0.016636338,0.20052901,-1.9034376,-3.3450098,-3.6644914
-0.061207995,1.2550257,-1.2847908,-2.1409485,-0.20800446,-5.349986,-1.5484565,3.4355602,-6.10177,-1.5070319,-3.7522154,-0.20543928,4.730536,-2.4698477,-0.5814943,1.0931095,-1.5664715,0.8644387,-6.165757,-3.2043161
-0.8604136,0.79228663,1.2454652,0.09733729,-0.07123438,-0.35247073,-0.3708177,-0.8464151,-0.9697625,-0.6594598,-1.1990421,-1.2025788,-1.0177056,-0.9172781,-0.5604785,-0.3583627,-1.1391516,-1.1700596,-1.2506684,-0.95572716
-0.85073626,1.7997869,-3.3631732,0.8919553,2.8661914,-0.9850724,0.6582071,-1.2761239,-0.8012032,-0.28469628,-2.1001918,-1.474675,-2.8091712,-3.203716,-2.9254162,0.3079508,-6.5620213,-1.6760833,3.8080015,-3.109148
-0.90669346,0.8272484,0.6331419,-1.3063719,-0.58417374,1.8200227,2.5232413,-1.2069533,-0.9767931,-1.3405732,-0.9938652,-1.3179139,-1.0216616,-0.75204897,-0.8613059,0.019629516,-1.0114204,-1.0430814,-1.3446964,-1.0464197
-0.8900907,0.7658287,1.3094413,-0.029170563,-0.16353042,-0.07003386,-0.7315841,-0.82939875,-1.0290552,-0.41499582,-1.007235,-1.2755554,-1.5761144,-0.89271367,0.057835456,-0.6386878,-1.0715286,-1.0462427,-1.2498059,-1.097281
-0.91100925,0.82166517,0.845392,1.6136754,-0.7949159,-0.20964146,-0.44553545,-1.578169,-1.102422,-0.53153586,-1.0534863,-1.332119,-1.062207,-0.7896222,-0.73634523,1.3736615,-1.1004179,-1.0564436,-1.2510754,-1.1291142
-0.830253,0.8450651,1.0296991,-0.0657651,-0.3865401,-0.022893954,0.21867447,-0.6952693,-1.0680358,-0.57653433,-0.9074397,-1.207952,-1.0471216,-0.88001865,-0.7965763,-0.2418505,-1.0691873,-1.0739383,-1.0916046,-0.9228971
-0.88964474,0.727903,0.7127458,1.8140056,-0.8283259,0.07186065,3.4240167,-0.94356275,-1.0740546,-0.6086983,-1.2752461,-1.084749,-1.1065359,-1.0633988,-0.7155495,0.22205873,-1.0358617,-1.1676743,-1.2453158,-0.96577716
0.056324292,-0.5153268,1.3572221,-2.8756914,-1.6213347,2.2378364,2.4822402,-1.0713834,-2.8688793,-2.540007,-3.7067425,-1.0703827,2.2169552,-2.810618,-5.462653,-2.4435744,-0.4647867,-0.6607975,-1.2758228,-3.4300973
